track_artist,track_name,track_popularity,feature,feature_value,year
Ava Max,So Am I - Toby Green Remix,62,liveness,0.0923,2019
Ava Max,So Am I - Toby Green Remix,62,valence,0.371,2019
Ava Max,So Am I - Toby Green Remix,62,energy,0.938,2019
Ava Max,So Am I - Toby Green Remix,62,acousticness,0.0043,2019
Ava Max,So Am I - Toby Green Remix,62,instrumentalness,0.0003,2019
Ava Max,So Am I - Toby Green Remix,62,speechiness,0.0517,2019
Ava Max,Torn - KREAM Remix,60,tempo,0.5222,2019
Ava Max,Torn - KREAM Remix,60,danceability,0.742,2019
Ava Max,Torn - KREAM Remix,60,loudness,0.5593,2019
Ava Max,Torn - KREAM Remix,60,liveness,0.241,2019
Ava Max,Torn - KREAM Remix,60,valence,0.727,2019
Ava Max,Torn - KREAM Remix,60,energy,0.864,2019
Ava Max,Torn - KREAM Remix,60,acousticness,0.0014,2019
Ava Max,Torn - KREAM Remix,60,instrumentalness,0.0047,2019
Ava Max,Torn - KREAM Remix,60,speechiness,0.0976,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,tempo,0.5097,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,danceability,0.755,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,loudness,0.625,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,liveness,0.0854,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,valence,0.288,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,energy,0.931,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,acousticness,0.132,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,instrumentalness,0.0271,2019
Ava Max,Freaking Me Out - Keanu Silva Remix,55,speechiness,0.0606,2019
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,tempo,0.5344,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,danceability,0.645,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,loudness,0.5352,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,liveness,0.089,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,valence,0.424,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,energy,0.795,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,acousticness,0.0334,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,instrumentalness,0.0,2018
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,65,speechiness,0.0343,2018
Ava Max,Freaking Me Out,76,tempo,0.4091,2019
Ava Max,Freaking Me Out,76,danceability,0.429,2019
Ava Max,Freaking Me Out,76,loudness,0.5739,2019
Ava Max,Freaking Me Out,76,liveness,0.0766,2019
Ava Max,Freaking Me Out,76,valence,0.382,2019
Ava Max,Freaking Me Out,76,energy,0.553,2019
Ava Max,Freaking Me Out,76,acousticness,0.458,2019
Ava Max,Freaking Me Out,76,instrumentalness,0.0,2019
Ava Max,Freaking Me Out,76,speechiness,0.0669,2019
Ava Max,On Somebody,72,tempo,0.5757,2019
Ava Max,On Somebody,72,danceability,0.698,2019
Ava Max,On Somebody,72,loudness,0.6203,2019
Ava Max,On Somebody,72,liveness,0.158,2019
Ava Max,On Somebody,72,valence,0.767,2019
Ava Max,On Somebody,72,energy,0.742,2019
Ava Max,On Somebody,72,acousticness,0.0164,2019
Ava Max,On Somebody,72,instrumentalness,0.0,2019
Ava Max,On Somebody,72,speechiness,0.0541,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,tempo,0.535,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,danceability,0.641,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,loudness,0.5796,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,liveness,0.403,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,valence,0.358,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,energy,0.869,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,acousticness,0.0319,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,instrumentalness,0.0013,2019
Charlie Puth,Mother - Fedde Le Grand Remix,56,speechiness,0.0423,2019
Charlie Puth,One Call Away - KLYMVX Remix,8,tempo,0.3968,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,danceability,0.6,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,loudness,0.6156,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,liveness,0.0862,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,valence,0.396,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,energy,0.854,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,acousticness,0.18,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,instrumentalness,0.0,2015
Charlie Puth,One Call Away - KLYMVX Remix,8,speechiness,0.0351,2015
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,tempo,0.4177,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,danceability,0.685,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,loudness,0.4343,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,liveness,0.227,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,valence,0.335,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,energy,0.672,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,acousticness,0.0869,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,instrumentalness,0.0001,2016
Charlie Puth,We Don't Talk Anymore - Attom Remix,17,speechiness,0.102,2016
Charlie Puth,One Call Away - Acoustic,32,tempo,0.3798,2016
Charlie Puth,One Call Away - Acoustic,32,danceability,0.649,2016
Charlie Puth,One Call Away - Acoustic,32,loudness,0.2101,2016
Charlie Puth,One Call Away - Acoustic,32,liveness,0.0799,2016
Charlie Puth,One Call Away - Acoustic,32,valence,0.372,2016
Charlie Puth,One Call Away - Acoustic,32,energy,0.258,2016
Charlie Puth,One Call Away - Acoustic,32,acousticness,0.74,2016
Charlie Puth,One Call Away - Acoustic,32,instrumentalness,0.0,2016
Charlie Puth,One Call Away - Acoustic,32,speechiness,0.0363,2016
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,tempo,0.5095,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,danceability,0.786,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,loudness,0.5429,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,liveness,0.0962,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,valence,0.659,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,energy,0.775,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,acousticness,0.156,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,instrumentalness,0.0001,2017
Charlie Puth,How Long - EDX's Dubai Skyline Remix,24,speechiness,0.0711,2017
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,tempo,0.4928,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,danceability,0.832,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,loudness,0.3525,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,liveness,0.109,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,valence,0.879,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,energy,0.523,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,acousticness,0.01,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,instrumentalness,0.0043,2016
Charlie Puth,We Don't Talk Anymore - Junge Junge Remix,5,speechiness,0.0992,2016
Zara Larsson,Ruin My Life - Steve James Remix,58,tempo,0.5177,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,danceability,0.723,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,loudness,0.4739,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,liveness,0.0834,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,valence,0.643,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,energy,0.837,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,acousticness,0.0103,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,instrumentalness,0.0005,2018
Zara Larsson,Ruin My Life - Steve James Remix,58,speechiness,0.0389,2018
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,tempo,0.522,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,danceability,0.728,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,loudness,0.4872,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,liveness,0.118,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,valence,0.612,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,energy,0.848,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,acousticness,0.0427,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,instrumentalness,0.0,2019
Zara Larsson,Don't Worry Bout Me - Rudimental Remix,65,speechiness,0.185,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,tempo,0.5218,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,danceability,0.629,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,loudness,0.4404,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,liveness,0.178,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,valence,0.355,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,energy,0.727,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,acousticness,0.0447,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,instrumentalness,0.0,2019
Zara Larsson,Don't Worry Bout Me - Alle Farben Remix,48,speechiness,0.264,2019
Zara Larsson,I Would Like,8,tempo,0.5055,2016
Zara Larsson,I Would Like,8,danceability,0.486,2016
Zara Larsson,I Would Like,8,loudness,0.6363,2016
Zara Larsson,I Would Like,8,liveness,0.0839,2016
Zara Larsson,I Would Like,8,valence,0.297,2016
Zara Larsson,I Would Like,8,energy,0.713,2016
Zara Larsson,I Would Like,8,acousticness,0.0853,2016
Zara Larsson,I Would Like,8,instrumentalness,0.0,2016
Zara Larsson,I Would Like,8,speechiness,0.0524,2016
Zara Larsson,Ain't My Fault,69,tempo,0.5895,2017
Zara Larsson,Ain't My Fault,69,danceability,0.576,2017
Zara Larsson,Ain't My Fault,69,loudness,0.5748,2017
Zara Larsson,Ain't My Fault,69,liveness,0.285,2017
Zara Larsson,Ain't My Fault,69,valence,0.355,2017
Zara Larsson,Ain't My Fault,69,energy,0.782,2017
Zara Larsson,Ain't My Fault,69,acousticness,0.0078,2017
Zara Larsson,Ain't My Fault,69,instrumentalness,0.0,2017
Zara Larsson,Ain't My Fault,69,speechiness,0.0296,2017
Zara Larsson,I Would Like - R3hab Remix,49,tempo,0.5844,2016
Zara Larsson,I Would Like - R3hab Remix,49,danceability,0.672,2016
Zara Larsson,I Would Like - R3hab Remix,49,loudness,0.6426,2016
Zara Larsson,I Would Like - R3hab Remix,49,liveness,0.135,2016
Zara Larsson,I Would Like - R3hab Remix,49,valence,0.318,2016
Zara Larsson,I Would Like - R3hab Remix,49,energy,0.763,2016
Zara Larsson,I Would Like - R3hab Remix,49,acousticness,0.0728,2016
Zara Larsson,I Would Like - R3hab Remix,49,instrumentalness,0.0,2016
Zara Larsson,I Would Like - R3hab Remix,49,speechiness,0.0565,2016
