track_artist,track_name,track_popularity,feature,feature_value,year
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,tempo,0.5093,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,danceability,0.718,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,loudness,0.649,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,liveness,0.204,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,valence,0.277,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,energy,0.93,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,acousticness,0.0287,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,instrumentalness,0.0,2019
The Chainsmokers,Call You Mine - Keanu Silva Remix,60,speechiness,0.102,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,tempo,0.4595,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,danceability,0.62,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,loudness,0.6485,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,liveness,0.395,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,valence,0.422,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,energy,0.889,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,acousticness,0.0163,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,instrumentalness,0.0,2019
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,58,speechiness,0.0352,2019
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,tempo,0.5263,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,danceability,0.633,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,loudness,0.6292,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,liveness,0.434,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,valence,0.659,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,energy,0.854,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,acousticness,0.0382,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,instrumentalness,0.0,2018
The Chainsmokers,Side Effects - Fedde Le Grand Remix,63,speechiness,0.0432,2018
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,tempo,0.4806,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,danceability,0.577,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,loudness,0.681,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,liveness,0.499,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,valence,0.283,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,energy,0.844,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,acousticness,0.0041,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,instrumentalness,0.0,2019
The Chainsmokers,Call You Mine - Asketa & Natan Chaim Remix,58,speechiness,0.0406,2019
The Chainsmokers,Kills You Slowly,12,tempo,0.6263,2019
The Chainsmokers,Kills You Slowly,12,danceability,0.696,2019
The Chainsmokers,Kills You Slowly,12,loudness,0.3647,2019
The Chainsmokers,Kills You Slowly,12,liveness,0.128,2019
The Chainsmokers,Kills You Slowly,12,valence,0.242,2019
The Chainsmokers,Kills You Slowly,12,energy,0.429,2019
The Chainsmokers,Kills You Slowly,12,acousticness,0.0518,2019
The Chainsmokers,Kills You Slowly,12,instrumentalness,0.0,2019
The Chainsmokers,Kills You Slowly,12,speechiness,0.0554,2019
The Chainsmokers,Takeaway,85,tempo,0.4181,2019
The Chainsmokers,Takeaway,85,danceability,0.528,2019
The Chainsmokers,Takeaway,85,loudness,0.3907,2019
The Chainsmokers,Takeaway,85,liveness,0.101,2019
The Chainsmokers,Takeaway,85,valence,0.351,2019
The Chainsmokers,Takeaway,85,energy,0.511,2019
The Chainsmokers,Takeaway,85,acousticness,0.126,2019
The Chainsmokers,Takeaway,85,instrumentalness,0.0,2019
The Chainsmokers,Takeaway,85,speechiness,0.0324,2019
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,tempo,0.4392,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,danceability,0.539,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,loudness,0.5437,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,liveness,0.0662,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,valence,0.474,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,energy,0.651,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,acousticness,0.0651,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,instrumentalness,0.0,2018
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),22,speechiness,0.0432,2018
The Chainsmokers,Kanye,60,tempo,0.5348,2014
The Chainsmokers,Kanye,60,danceability,0.599,2014
The Chainsmokers,Kanye,60,loudness,0.469,2014
The Chainsmokers,Kanye,60,liveness,0.117,2014
The Chainsmokers,Kanye,60,valence,0.121,2014
The Chainsmokers,Kanye,60,energy,0.619,2014
The Chainsmokers,Kanye,60,acousticness,0.002,2014
The Chainsmokers,Kanye,60,instrumentalness,0.0,2014
The Chainsmokers,Kanye,60,speechiness,0.0523,2014
The Chainsmokers,Push My Luck - Famba Remix,59,tempo,0.5177,2019
The Chainsmokers,Push My Luck - Famba Remix,59,danceability,0.632,2019
The Chainsmokers,Push My Luck - Famba Remix,59,loudness,0.4772,2019
The Chainsmokers,Push My Luck - Famba Remix,59,liveness,0.0553,2019
The Chainsmokers,Push My Luck - Famba Remix,59,valence,0.339,2019
The Chainsmokers,Push My Luck - Famba Remix,59,energy,0.811,2019
The Chainsmokers,Push My Luck - Famba Remix,59,acousticness,0.0009,2019
The Chainsmokers,Push My Luck - Famba Remix,59,instrumentalness,0.0005,2019
The Chainsmokers,Push My Luck - Famba Remix,59,speechiness,0.0396,2019
The Chainsmokers,Closer - T-Mass Remix,47,tempo,0.3966,2016
The Chainsmokers,Closer - T-Mass Remix,47,danceability,0.7,2016
The Chainsmokers,Closer - T-Mass Remix,47,loudness,0.6082,2016
The Chainsmokers,Closer - T-Mass Remix,47,liveness,0.0796,2016
The Chainsmokers,Closer - T-Mass Remix,47,valence,0.608,2016
The Chainsmokers,Closer - T-Mass Remix,47,energy,0.821,2016
The Chainsmokers,Closer - T-Mass Remix,47,acousticness,0.115,2016
The Chainsmokers,Closer - T-Mass Remix,47,instrumentalness,0.0,2016
The Chainsmokers,Closer - T-Mass Remix,47,speechiness,0.0444,2016
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,tempo,0.6059,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,danceability,0.548,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,loudness,0.6308,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,liveness,0.0561,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,valence,0.516,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,energy,0.939,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,acousticness,0.275,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,instrumentalness,0.0,2018
The Chainsmokers,Side Effects - Nolan van Lith Remix,36,speechiness,0.0977,2018
The Chainsmokers,Sick Boy,11,tempo,0.752,2018
The Chainsmokers,Sick Boy,11,danceability,0.548,2018
The Chainsmokers,Sick Boy,11,loudness,0.42,2018
The Chainsmokers,Sick Boy,11,liveness,0.127,2018
The Chainsmokers,Sick Boy,11,valence,0.462,2018
The Chainsmokers,Sick Boy,11,energy,0.58,2018
The Chainsmokers,Sick Boy,11,acousticness,0.104,2018
The Chainsmokers,Sick Boy,11,instrumentalness,0.0,2018
The Chainsmokers,Sick Boy,11,speechiness,0.121,2018
The Chainsmokers,Honest - Gil Glaze Remix,34,tempo,0.501,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,danceability,0.558,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,loudness,0.5167,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,liveness,0.137,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,valence,0.454,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,energy,0.93,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,acousticness,0.0614,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,instrumentalness,0.0024,2017
The Chainsmokers,Honest - Gil Glaze Remix,34,speechiness,0.0404,2017
The Chainsmokers,Until You Were Gone,57,tempo,0.5348,2015
The Chainsmokers,Until You Were Gone,57,danceability,0.577,2015
The Chainsmokers,Until You Were Gone,57,loudness,0.5783,2015
The Chainsmokers,Until You Were Gone,57,liveness,0.131,2015
The Chainsmokers,Until You Were Gone,57,valence,0.324,2015
The Chainsmokers,Until You Were Gone,57,energy,0.698,2015
The Chainsmokers,Until You Were Gone,57,acousticness,0.0541,2015
The Chainsmokers,Until You Were Gone,57,instrumentalness,0.0,2015
The Chainsmokers,Until You Were Gone,57,speechiness,0.0451,2015
The Chainsmokers,This Feeling - Tim Gunter Remix,38,tempo,0.4388,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,danceability,0.415,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,loudness,0.6467,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,liveness,0.087,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,valence,0.291,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,energy,0.859,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,acousticness,0.0061,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,instrumentalness,0.005,2018
The Chainsmokers,This Feeling - Tim Gunter Remix,38,speechiness,0.0803,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,tempo,0.4178,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,danceability,0.735,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,loudness,0.6304,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,liveness,0.0825,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,valence,0.504,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,energy,0.876,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,acousticness,0.0062,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,instrumentalness,0.0,2018
The Chainsmokers,Sick Boy - Owen Norton Remix,38,speechiness,0.0606,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,tempo,0.451,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,danceability,0.407,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,loudness,0.7089,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,liveness,0.365,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,valence,0.304,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,energy,0.912,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,acousticness,0.0014,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,instrumentalness,0.0,2018
The Chainsmokers,Everybody Hates Me - Khrebto Remix,41,speechiness,0.129,2018
The Chainsmokers,Until You Were Gone - Reez Remix,38,tempo,0.5347,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,danceability,0.509,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,loudness,0.4941,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,liveness,0.358,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,valence,0.316,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,energy,0.733,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,acousticness,0.064,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,instrumentalness,0.0,2015
The Chainsmokers,Until You Were Gone - Reez Remix,38,speechiness,0.0569,2015
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,tempo,0.6259,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,danceability,0.509,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,loudness,0.6767,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,liveness,0.0625,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,valence,0.283,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,energy,0.897,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,acousticness,0.0861,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,instrumentalness,0.0006,2016
The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,59,speechiness,0.0454,2016
The Chainsmokers,Paris - VINAI Remix,40,tempo,0.4175,2017
The Chainsmokers,Paris - VINAI Remix,40,danceability,0.532,2017
The Chainsmokers,Paris - VINAI Remix,40,loudness,0.6853,2017
The Chainsmokers,Paris - VINAI Remix,40,liveness,0.356,2017
The Chainsmokers,Paris - VINAI Remix,40,valence,0.335,2017
The Chainsmokers,Paris - VINAI Remix,40,energy,0.822,2017
The Chainsmokers,Paris - VINAI Remix,40,acousticness,0.0648,2017
The Chainsmokers,Paris - VINAI Remix,40,instrumentalness,0.0,2017
The Chainsmokers,Paris - VINAI Remix,40,speechiness,0.0432,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,tempo,0.4261,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,danceability,0.705,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,loudness,0.4544,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,liveness,0.097,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,valence,0.348,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,energy,0.585,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,acousticness,0.296,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,instrumentalness,0.0002,2017
The Chainsmokers,Something Just Like This - R3hab Remix,42,speechiness,0.0366,2017
The Chainsmokers,Who Do You Love - R3HAB Remix,61,tempo,0.5931,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,danceability,0.529,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,loudness,0.4532,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,liveness,0.185,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,valence,0.357,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,energy,0.698,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,acousticness,0.2,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,instrumentalness,0.0,2019
The Chainsmokers,Who Do You Love - R3HAB Remix,61,speechiness,0.0456,2019
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,tempo,0.6468,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,danceability,0.453,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,loudness,0.4877,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,liveness,0.107,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,valence,0.499,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,energy,0.863,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,acousticness,0.0672,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,instrumentalness,0.0,2018
The Chainsmokers,Everybody Hates Me - Steerner Remix,29,speechiness,0.0957,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,tempo,0.7507,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,danceability,0.484,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,loudness,0.5976,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,liveness,0.108,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,valence,0.364,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,energy,0.782,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,acousticness,0.311,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,instrumentalness,0.0,2018
The Chainsmokers,You Owe Me - Subfer Remix,30,speechiness,0.131,2018
The Chainsmokers,Honest - Tritonal Remix,40,tempo,0.4385,2017
The Chainsmokers,Honest - Tritonal Remix,40,danceability,0.352,2017
The Chainsmokers,Honest - Tritonal Remix,40,loudness,0.5115,2017
The Chainsmokers,Honest - Tritonal Remix,40,liveness,0.632,2017
The Chainsmokers,Honest - Tritonal Remix,40,valence,0.382,2017
The Chainsmokers,Honest - Tritonal Remix,40,energy,0.749,2017
The Chainsmokers,Honest - Tritonal Remix,40,acousticness,0.138,2017
The Chainsmokers,Honest - Tritonal Remix,40,instrumentalness,0.0002,2017
The Chainsmokers,Honest - Tritonal Remix,40,speechiness,0.0526,2017
The Chainsmokers,Setting Fires,53,tempo,0.4387,2016
The Chainsmokers,Setting Fires,53,danceability,0.627,2016
The Chainsmokers,Setting Fires,53,loudness,0.5162,2016
The Chainsmokers,Setting Fires,53,liveness,0.261,2016
The Chainsmokers,Setting Fires,53,valence,0.561,2016
The Chainsmokers,Setting Fires,53,energy,0.717,2016
The Chainsmokers,Setting Fires,53,acousticness,0.017,2016
The Chainsmokers,Setting Fires,53,instrumentalness,0.0,2016
The Chainsmokers,Setting Fires,53,speechiness,0.0376,2016
The Chainsmokers,You Owe Me - Magnace Remix,34,tempo,0.4155,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,danceability,0.615,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,loudness,0.6122,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,liveness,0.103,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,valence,0.341,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,energy,0.751,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,acousticness,0.107,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,instrumentalness,0.0,2018
The Chainsmokers,You Owe Me - Magnace Remix,34,speechiness,0.0484,2018
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,tempo,0.4542,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,danceability,0.455,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,loudness,0.5288,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,liveness,0.336,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,valence,0.449,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,energy,0.786,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,acousticness,0.142,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,instrumentalness,0.0006,2017
The Chainsmokers,Something Just Like This - Dimitri Vegas & Like Mike Remix,50,speechiness,0.0669,2017
The Chainsmokers,Beach House - Ashworth Remix,51,tempo,0.4679,2018
The Chainsmokers,Beach House - Ashworth Remix,51,danceability,0.772,2018
The Chainsmokers,Beach House - Ashworth Remix,51,loudness,0.4448,2018
The Chainsmokers,Beach House - Ashworth Remix,51,liveness,0.0719,2018
The Chainsmokers,Beach House - Ashworth Remix,51,valence,0.403,2018
The Chainsmokers,Beach House - Ashworth Remix,51,energy,0.707,2018
The Chainsmokers,Beach House - Ashworth Remix,51,acousticness,0.0521,2018
The Chainsmokers,Beach House - Ashworth Remix,51,instrumentalness,0.0,2018
The Chainsmokers,Beach House - Ashworth Remix,51,speechiness,0.0507,2018
Katy Perry,Never Really Over - R3HAB Remix,62,tempo,0.4705,2019
Katy Perry,Never Really Over - R3HAB Remix,62,danceability,0.449,2019
Katy Perry,Never Really Over - R3HAB Remix,62,loudness,0.5773,2019
Katy Perry,Never Really Over - R3HAB Remix,62,liveness,0.176,2019
Katy Perry,Never Really Over - R3HAB Remix,62,valence,0.152,2019
Katy Perry,Never Really Over - R3HAB Remix,62,energy,0.856,2019
Katy Perry,Never Really Over - R3HAB Remix,62,acousticness,0.187,2019
Katy Perry,Never Really Over - R3HAB Remix,62,instrumentalness,0.0,2019
Katy Perry,Never Really Over - R3HAB Remix,62,speechiness,0.0623,2019
Katy Perry,Harleys In Hawaii,78,tempo,0.5851,2019
Katy Perry,Harleys In Hawaii,78,danceability,0.722,2019
Katy Perry,Harleys In Hawaii,78,loudness,0.4895,2019
Katy Perry,Harleys In Hawaii,78,liveness,0.126,2019
Katy Perry,Harleys In Hawaii,78,valence,0.721,2019
Katy Perry,Harleys In Hawaii,78,energy,0.757,2019
Katy Perry,Harleys In Hawaii,78,acousticness,0.185,2019
Katy Perry,Harleys In Hawaii,78,instrumentalness,0.0,2019
Katy Perry,Harleys In Hawaii,78,speechiness,0.132,2019
Katy Perry,Swish Swish,71,tempo,0.501,2017
Katy Perry,Swish Swish,71,danceability,0.839,2017
Katy Perry,Swish Swish,71,loudness,0.5507,2017
Katy Perry,Swish Swish,71,liveness,0.102,2017
Katy Perry,Swish Swish,71,valence,0.575,2017
Katy Perry,Swish Swish,71,energy,0.705,2017
Katy Perry,Swish Swish,71,acousticness,0.0184,2017
Katy Perry,Swish Swish,71,instrumentalness,0.0,2017
Katy Perry,Swish Swish,71,speechiness,0.0445,2017
Katy Perry,Save As Draft,50,tempo,0.5503,2017
Katy Perry,Save As Draft,50,danceability,0.59,2017
Katy Perry,Save As Draft,50,loudness,0.4346,2017
Katy Perry,Save As Draft,50,liveness,0.109,2017
Katy Perry,Save As Draft,50,valence,0.0519,2017
Katy Perry,Save As Draft,50,energy,0.565,2017
Katy Perry,Save As Draft,50,acousticness,0.348,2017
Katy Perry,Save As Draft,50,instrumentalness,0.0,2017
Katy Perry,Save As Draft,50,speechiness,0.0484,2017
Katy Perry,Bon appétit,67,tempo,0.4428,2017
Katy Perry,Bon appétit,67,danceability,0.799,2017
Katy Perry,Bon appétit,67,loudness,0.5112,2017
Katy Perry,Bon appétit,67,liveness,0.221,2017
Katy Perry,Bon appétit,67,valence,0.524,2017
Katy Perry,Bon appétit,67,energy,0.794,2017
Katy Perry,Bon appétit,67,acousticness,0.13,2017
Katy Perry,Bon appétit,67,instrumentalness,0.0001,2017
Katy Perry,Bon appétit,67,speechiness,0.0628,2017
Katy Perry,Witness,52,tempo,0.5002,2017
Katy Perry,Witness,52,danceability,0.569,2017
Katy Perry,Witness,52,loudness,0.3616,2017
Katy Perry,Witness,52,liveness,0.106,2017
Katy Perry,Witness,52,valence,0.122,2017
Katy Perry,Witness,52,energy,0.614,2017
Katy Perry,Witness,52,acousticness,0.0356,2017
Katy Perry,Witness,52,instrumentalness,0.0002,2017
Katy Perry,Witness,52,speechiness,0.0566,2017
Katy Perry,Miss You More,49,tempo,0.517,2017
Katy Perry,Miss You More,49,danceability,0.58,2017
Katy Perry,Miss You More,49,loudness,0.3939,2017
Katy Perry,Miss You More,49,liveness,0.113,2017
Katy Perry,Miss You More,49,valence,0.262,2017
Katy Perry,Miss You More,49,energy,0.48,2017
Katy Perry,Miss You More,49,acousticness,0.223,2017
Katy Perry,Miss You More,49,instrumentalness,0.0,2017
Katy Perry,Miss You More,49,speechiness,0.0321,2017
Katy Perry,Act My Age,41,tempo,0.468,2017
Katy Perry,Act My Age,41,danceability,0.687,2017
Katy Perry,Act My Age,41,loudness,0.5339,2017
Katy Perry,Act My Age,41,liveness,0.375,2017
Katy Perry,Act My Age,41,valence,0.622,2017
Katy Perry,Act My Age,41,energy,0.793,2017
Katy Perry,Act My Age,41,acousticness,0.0071,2017
Katy Perry,Act My Age,41,instrumentalness,0.0,2017
Katy Perry,Act My Age,41,speechiness,0.0895,2017
Katy Perry,Hey Hey Hey,55,tempo,0.5599,2017
Katy Perry,Hey Hey Hey,55,danceability,0.652,2017
Katy Perry,Hey Hey Hey,55,loudness,0.5234,2017
Katy Perry,Hey Hey Hey,55,liveness,0.0521,2017
Katy Perry,Hey Hey Hey,55,valence,0.485,2017
Katy Perry,Hey Hey Hey,55,energy,0.703,2017
Katy Perry,Hey Hey Hey,55,acousticness,0.0516,2017
Katy Perry,Hey Hey Hey,55,instrumentalness,0.0,2017
Katy Perry,Hey Hey Hey,55,speechiness,0.0994,2017
Katy Perry,Hot N Cold,55,tempo,0.5514,2008
Katy Perry,Hot N Cold,55,danceability,0.706,2008
Katy Perry,Hot N Cold,55,loudness,0.6358,2008
Katy Perry,Hot N Cold,55,liveness,0.0688,2008
Katy Perry,Hot N Cold,55,valence,0.861,2008
Katy Perry,Hot N Cold,55,energy,0.841,2008
Katy Perry,Hot N Cold,55,acousticness,0.0001,2008
Katy Perry,Hot N Cold,55,instrumentalness,0.0,2008
Katy Perry,Hot N Cold,55,speechiness,0.0418,2008
Katy Perry,Harleys In Hawaii - KANDY Remix,55,tempo,0.5349,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,danceability,0.661,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,loudness,0.5307,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,liveness,0.276,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,valence,0.472,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,energy,0.796,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,acousticness,0.143,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,instrumentalness,0.0,2019
Katy Perry,Harleys In Hawaii - KANDY Remix,55,speechiness,0.154,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,tempo,0.526,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,danceability,0.68,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,loudness,0.7193,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,liveness,0.155,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,valence,0.462,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,energy,0.882,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,acousticness,0.0854,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,instrumentalness,0.0005,2019
Katy Perry,Never Really Over - Syn Cole Remix,35,speechiness,0.0647,2019
Katy Perry,Unconditionally,72,tempo,0.5382,2013
Katy Perry,Unconditionally,72,danceability,0.397,2013
Katy Perry,Unconditionally,72,loudness,0.5723,2013
Katy Perry,Unconditionally,72,liveness,0.208,2013
Katy Perry,Unconditionally,72,valence,0.358,2013
Katy Perry,Unconditionally,72,energy,0.725,2013
Katy Perry,Unconditionally,72,acousticness,0.0027,2013
Katy Perry,Unconditionally,72,instrumentalness,0.0,2013
Katy Perry,Unconditionally,72,speechiness,0.043,2013
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,tempo,0.5095,2019
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,danceability,0.679,2019
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,loudness,0.4731,2019
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,liveness,0.124,2019
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,valence,0.752,2019
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,58,energy,0.923,2019
